CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular
PRFL0003;profile;official;"универсальный коммерческий банк, который входит в десятку крупнейших банков по размеру активов. Банк является частью международного консорциума ""Альфа Групп"". Альфа-Банк (Украина) занимает ведущие позиции во всех сегментах УКРАИНСКОГО банковского рынка.";;"универсальный коммерческий банк, который входит в десятку крупнейших банков по размеру активов. Банк является частью международного консорциума ""Альфа Групп"". Альфа-Банк (Украина) занимает ведущие позиции во всех сегментах УКРАИНСКОГО банковского рынка.";;"универсальный коммерческий банк, который входит в десятку крупнейших банков по размеру активов. Банк является частью международного консорциума ""Альфа Групп"". Альфа-Банк (Украина) занимает ведущие позиции во всех сегментах УКРАИНСКОГО банковского рынка.";
PRFL0004;profile;common;PUSH уведомления;;PUSH уведомления;;PUSH уведомления;
PRFL0004;profile;official;PUSH уведомления;;PUSH уведомления;;PUSH уведомления;
PRFL0004;profile;dude;PUSH уведомления;;PUSH уведомления;;PUSH уведомления;
PRFL0005;profile;official;Выберите тему;;Выберите тему;;Выберите тему;
PRFL0005;profile;dude;Выберите тему;;Выберите тему;;Выберите тему;
PRFL0005;profile;common;Выберите тему;;Выберите тему;;Выберите тему;
PRFL0006;profile;official;Связь с банком;;Связь с банком;;Связь с банком;
PRFL0006;profile;dude;Связь с банком;;Связь с банком;;Связь с банком;
PRFL0006;profile;common;Связь с банком;;Связь с банком;;Связь с банком;
PRFL0007;profile;dude;Выйти;;Выйти;;Выйти;
PRFL0007;profile;common;Выйти;;Выйти;;Выйти;
PRFL0007;profile;official;Выйти;;Выйти;;Выйти;
PRFL0008;profile;common;Войти;;Войти;;Войти;
PRFL0008;profile;official;Войти;;Войти;;Войти;
PRFL0008;profile;dude;Войти;;Войти;;Войти;
PRFL0009;profile;dude;Email;;Email;;Email;
PRFL0009;profile;common;Email;;Email;;Email;
PRFL0009;profile;official;Email;;Email;;Email;
PRFL0010;profile;common;Стиль общения;;Стиль общения;;Стиль общения;
PRFL0010;profile;dude;Стиль общения;;Стиль общения;;Стиль общения;
PRFL0010;profile;official;Стиль общения;;Стиль общения;;Стиль общения;
PRFL0011;profile;common;Выбор темы;;Выбор темы;;Выбор темы;
PRFL0011;profile;dude;Выбор темы;;Выбор темы;;Выбор темы;
PRFL0011;profile;official;Выбор темы;;Выбор темы;;Выбор темы;
PRFL0012;profile;common;Вход с помощью Face ID;;Вход с помощью Face ID;;Вход с помощью Face ID;
PRFL0012;profile;official;Вход с помощью Face ID;;Вход с помощью Face ID;;Вход с помощью Face ID;
PRFL0012;profile;dude;Вход с помощью Face ID;;Вход с помощью Face ID;;Вход с помощью Face ID;
PRFL0013;profile;official;Выберите стиль общения;;Выберите стиль общения;;Выберите стиль общения;
PRFL0013;profile;dude;Выберите стиль общения;;Выберите стиль общения;;Выберите стиль общения;
PRFL0013;profile;common;Выберите стиль общения;;Выберите стиль общения;;Выберите стиль общения;
PRFL0014;profile;common;Вы с Альфа-Банком;;Вы с Альфа-Банком;;Вы с Альфа-Банком;
PRFL0014;profile;official;Вы с Альфа-Банком;;Вы с Альфа-Банком;;Вы с Альфа-Банком;
PRFL0014;profile;dude;Вы с Альфа-Банком;;Вы с Альфа-Банком;;Вы с Альфа-Банком;
PRFL0015;profile;official;Мой профиль;;Мой профиль;;Мой профиль;
PRFL0015;profile;dude;Мой профиль;;Мой профиль;;Мой профиль;
PRFL0015;profile;common;Мой профиль;;Мой профиль;;Мой профиль;
PRFL0016;profile;common;Смена языка;;Смена языка;;Смена языка;
PRFL0016;profile;official;Смена языка;;Смена языка;;Смена языка;
PRFL0016;profile;dude;Смена языка;;Смена языка;;Смена языка;
PRFL0017;profile;official;Вы действительно желаете выйти из приложения?;;Вы действительно желаете выйти из приложения?;;Вы действительно желаете выйти из приложения?;
PRFL0017;profile;dude;Вы действительно желаете выйти из приложения?;;Вы действительно желаете выйти из приложения?;;Вы действительно желаете выйти из приложения?;
PRFL0017;profile;common;Вы действительно желаете выйти из приложения?;;Вы действительно желаете выйти из приложения?;;Вы действительно желаете выйти из приложения?;
PRFL0018;profile;official;Skype;;Skype;;Skype;
PRFL0018;profile;dude;Skype;;Skype;;Skype;
PRFL0018;profile;common;Skype;;Skype;;Skype;
PRFL0019;profile;common;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;
PRFL0019;profile;official;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;
PRFL0019;profile;dude;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;;Мы отправим вам письмо с ссылкой. Перейдите по этой ссылке для подтверждения вашей электронной почты;
PRFL0020;profile;common;Введите ваш email;;Введите ваш email;;Введите ваш email;
PRFL0020;profile;dude;Введите ваш email;;Введите ваш email;;Введите ваш email;
PRFL0020;profile;official;Введите ваш email;;Введите ваш email;;Введите ваш email;
PRFL0021;profile;common;Выберите язык приложения;;Выберите язык приложения;;Выберите язык приложения;
PRFL0021;profile;official;Выберите язык приложения;;Выберите язык приложения;;Выберите язык приложения;
PRFL0021;profile;dude;Выберите язык приложения;;Выберите язык приложения;;Выберите язык приложения;
PRFL0022;profile;common;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;
PRFL0022;profile;official;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;
PRFL0022;profile;dude;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;;Для подтверждения перейдите по ссылке, которую мы отправили на вашу электронную почту %@;
PRFL0023;profile;official;Email не подтвержден;;Email не подтвержден;;Email не подтвержден;
PRFL0023;profile;dude;Email не подтвержден;;Email не подтвержден;;Email не подтвержден;
PRFL0023;profile;common;Email не подтвержден;;Email не подтвержден;;Email не подтвержден;
PRFL0024;profile;dude;Альфа-Банк (Украина);;Альфа-Банк (Украина);;Альфа-Банк (Украина);
PRFL0024;profile;official;Альфа-Банк (Украина);;Альфа-Банк (Украина);;Альфа-Банк (Украина);
PRFL0024;profile;common;Альфа-Банк (Украина);;Альфа-Банк (Украина);;Альфа-Банк (Украина);
PRFL0025;profile;official;Стать клиентом;;Стать клиентом;;Стать клиентом;
PRFL0025;profile;dude;Стать клиентом;;Стать клиентом;;Стать клиентом;
PRFL0025;profile;common;Стать клиентом;;Стать клиентом;;Стать клиентом;
PRFL0026;profile;dude;Сайт;;Сайт;;Сайт;
PRFL0026;profile;common;Сайт;;Сайт;;Сайт;
PRFL0026;profile;official;Сайт;;Сайт;;Сайт;
PRFL0027;profile;common;Отправить ссылку еще раз;;Отправить ссылку еще раз;;Отправить ссылку еще раз;
PRFL0027;profile;official;Отправить ссылку еще раз;;Отправить ссылку еще раз;;Отправить ссылку еще раз;
PRFL0027;profile;dude;Отправить ссылку еще раз;;Отправить ссылку еще раз;;Отправить ссылку еще раз;
PRFL0028;profile;official;Сменить электронный адрес;;Сменить электронный адрес;;Сменить электронный адрес;
PRFL0028;profile;dude;Сменить электронный адрес;;Сменить электронный адрес;;Сменить электронный адрес;
PRFL0028;profile;common;Сменить электронный адрес;;Сменить электронный адрес;;Сменить электронный адрес;
PRFL0029;profile;common;Телефон;;Телефон;;Телефон;
PRFL0029;profile;official;Телефон;;Телефон;;Телефон;
PRFL0029;profile;dude;Телефон;;Телефон;;Телефон;
PRFL0030;profile;official;Настройки;;Настройки;;Настройки;
PRFL0030;profile;dude;Настройки;;Настройки;;Настройки;
PRFL0030;profile;common;Настройки;;Настройки;;Настройки;
IBAN0001;iban;common;Попробовать еще раз;;Remind me later;;Спробувати ще раз;
IBAN0001;iban;official;Попробовать еще раз;;Remind me later;;Спробувати ще раз;
IBAN0001;iban;dude;Попробовать еще раз;;Remind me later;;Спробувати ще раз;
IBAN0002;iban;common;Комиссия %@. Недостаточно средств;;Commission %@. Insufficient funds;;Комісія %@. Недостатньо коштів;
IBAN0002;iban;official;Комиссия %@. Недостаточно средств;;Commission %@. Insufficient funds;;Комісія %@. Недостатньо коштів;
IBAN0002;iban;dude;Комиссия %@. Недостаточно средств;;Commission %@. Insufficient funds;;Комісія %@. Недостатньо коштів;
IBAN0003;iban;official;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;
IBAN0003;iban;common;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;
IBAN0003;iban;dude;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;
IBAN0004;iban;common;Получатель;;Recipient;;Одержувач;
IBAN0004;iban;dude;Получатель;;Recipient;;Одержувач;
IBAN0004;iban;official;Получатель;;Recipient;;Одержувач;
IBAN0005;iban;official;Назначение платежа;;Appointment of payment;;Призначення платежу;
IBAN0005;iban;dude;Назначение платежа;;Appointment of payment;;Призначення платежу;
IBAN0005;iban;common;Назначение платежа;;Appointment of payment;;Призначення платежу;
IBAN0006;iban;official;Вкажіть реквізити одержувача;;Вкажіть реквізити одержувача;;Вкажіть реквізити одержувача;
IBAN0006;iban;dude;Вкажіть реквізити одержувача;;Вкажіть реквізити одержувача;;Вкажіть реквізити одержувача;
IBAN0006;iban;common;Вкажіть реквізити одержувача;;Вкажіть реквізити одержувача;;Вкажіть реквізити одержувача;
IBAN0007;iban;dude;Неверный лимит;;Wrong limits;;Невірний ліміт;
IBAN0007;iban;common;Неверный лимит;;Wrong limits;;Невірний ліміт;
IBAN0007;iban;official;Неверный лимит;;Wrong limits;;Невірний ліміт;
IBAN0008;iban;common;Перевести;;Confirm;;Переказати;
IBAN0008;iban;official;Перевести;;Confirm;;Переказати;
IBAN0008;iban;dude;Перевести;;Confirm;;Переказати;
IBAN0009;iban;dude;ЕГРПОУ/ИНН получателя;;Identify the recipient's code;;ЄДРПОУ/ІПН отримувача;
IBAN0009;iban;common;ЕГРПОУ/ИНН получателя;;Identify the recipient's code;;ЄДРПОУ/ІПН отримувача;
IBAN0009;iban;official;ЕГРПОУ/ИНН получателя;;Identify the recipient's code;;ЄДРПОУ/ІПН отримувача;
IBAN0010;iban;dude;Mинимум %@;;Min %@;;Mінімум %@;
IBAN0010;iban;common;Mинимум %@;;Min %@;;Mінімум %@;
IBAN0010;iban;official;Mинимум %@;;Min %@;;Mінімум %@;
IBAN0011;iban;official;Недостаточно средств;;Insufficient funds;;Недостатньо коштів;
IBAN0011;iban;common;Недостаточно средств;;Insufficient funds;;Недостатньо коштів;
IBAN0011;iban;dude;Недостаточно средств;;Insufficient funds;;Недостатньо коштів;
IBAN0012;iban;common;Проверьте корректность данных;;Check the correctness of the data;;Перевірте коректність даних;
IBAN0012;iban;dude;Проверьте корректность данных;;Check the correctness of the data;;Перевірте коректність даних;
IBAN0012;iban;official;Проверьте корректность данных;;Check the correctness of the data;;Перевірте коректність даних;
IBAN0013;iban;official;Я подтверждаю, что эта операция не связана с предпринимательской деятельностью;;I confirm that this transaction isn't related to any business activity;;Я підтверджую, що ця операція непов'язана з підприємницькою діяльністю;
IBAN0013;iban;common;Я подтверждаю, что эта операция не связана с предпринимательской деятельностью;;I confirm that this transaction isn't related to any business activity;;Я підтверджую, що ця операція непов'язана з підприємницькою діяльністю;
IBAN0013;iban;dude;Я подтверждаю, что эта операция не связана с предпринимательской деятельностью;;I confirm that this transaction isn't related to any business activity;;Я підтверджую, що ця операція непов'язана з підприємницькою діяльністю;
IBAN0014;iban;official;Необхідно підтвердження;;Необхідно підтвердження;;Необхідно підтвердження;
IBAN0014;iban;dude;Необхідно підтвердження;;Необхідно підтвердження;;Необхідно підтвердження;
IBAN0014;iban;common;Необхідно підтвердження;;Необхідно підтвердження;;Необхідно підтвердження;
IBAN0015;iban;official;Укажите сумму перевода;;Укажите сумму перевода;;Укажите сумму перевода;
IBAN0015;iban;common;Укажите сумму перевода;;Укажите сумму перевода;;Укажите сумму перевода;
IBAN0015;iban;dude;Укажите сумму перевода;;Укажите сумму перевода;;Укажите сумму перевода;
TRNS0001;transfers;common;Операция не успешна;;Operation unsuccessful;;Операція не успішна;
TRNS0001;transfers;dude;Операция не успешна;;Operation unsuccessful;;Операція не успішна;
TRNS0001;transfers;official;Операция не успешна;;Operation unsuccessful;;Операція не успішна;
TRNS0002;transfers;common;По номеру телефону;;By phone number;;По номеру телефону;
TRNS0002;transfers;dude;По номеру телефону;;By phone number;;По номеру телефону;
TRNS0002;transfers;official;По номеру телефону;;By phone number;;По номеру телефону;
TRNS0003;transfers;dude;За реквізитами;;За реквізитами;;За реквізитами;
TRNS0003;transfers;common;За реквізитами;;За реквізитами;;За реквізитами;
TRNS0003;transfers;official;За реквізитами;;За реквізитами;;За реквізитами;
TRNS0004;transfers;official;Мінімальний платіж;;Мінімальний платіж;;Мінімальний платіж;
TRNS0004;transfers;dude;Мінімальний платіж;;Мінімальний платіж;;Мінімальний платіж;
TRNS0004;transfers;common;Мінімальний платіж;;Мінімальний платіж;;Мінімальний платіж;
TRNS0005;transfers;common;"Ты только что сделал перевод на сумму
%@";;"Ти щойно зробив переказ на суму
%@";;"You just transferred
%@";
TRNS0005;transfers;official;"Ты только что сделал перевод на сумму
%@";;"Ти щойно зробив переказ на суму
%@";;"You just transferred
%@";
TRNS0005;transfers;dude;"Ты только что сделал перевод на сумму
%@";;"Ти щойно зробив переказ на суму
%@";;"You just transferred
%@";
TRNS0006;transfers;common;Комиссия %@;;Commission %@;;Комісія %@;
TRNS0006;transfers;dude;Комиссия %@;;Commission %@;;Комісія %@;
TRNS0006;transfers;official;Комиссия %@;;Commission %@;;Комісія %@;
TRNS0007;transfers;common;За реквізитами;;За реквізитами;;За реквізитами;
TRNS0007;transfers;dude;За реквізитами;;За реквізитами;;За реквізитами;
TRNS0007;transfers;official;За реквізитами;;За реквізитами;;За реквізитами;
TRNS0008;transfers;common;Створити шаблон;;Створити шаблон;;Створити шаблон;
TRNS0008;transfers;official;Створити шаблон;;Створити шаблон;;Створити шаблон;
TRNS0008;transfers;dude;Створити шаблон;;Створити шаблон;;Створити шаблон;
TRNS0009;transfers;dude;Не вибрано;;Не вибрано;;Не вибрано;
TRNS0009;transfers;common;Не вибрано;;Не вибрано;;Не вибрано;
TRNS0009;transfers;official;Не вибрано;;Не вибрано;;Не вибрано;
TRNS0010;transfers;dude;Сума, %@;;Сума, %@;;Сума, %@;
TRNS0010;transfers;official;Сума, %@;;Сума, %@;;Сума, %@;
TRNS0010;transfers;common;Сума, %@;;Сума, %@;;Сума, %@;
TRNS0011;transfers;official;Подтверждение перевода %@ (получатель: %@);;Подтверждение перевода %@ (получатель: %@);;Підтвердження переказу %@ (одержувач: %@);
TRNS0011;transfers;dude;Подтверждение перевода %@ (получатель: %@);;Подтверждение перевода %@ (получатель: %@);;Підтвердження переказу %@ (одержувач: %@);
TRNS0011;transfers;common;Подтверждение перевода %@ (получатель: %@);;Подтверждение перевода %@ (получатель: %@);;Підтвердження переказу %@ (одержувач: %@);
TRNS0012;transfers;common;Неверный лимит;;Неверный лимит;;Неверный лимит;
TRNS0012;transfers;official;Неверный лимит;;Неверный лимит;;Неверный лимит;
TRNS0012;transfers;dude;Неверный лимит;;Неверный лимит;;Неверный лимит;
TRNS0013;transfers;official;Заборгованість;;Заборгованість;;Заборгованість;
TRNS0013;transfers;common;Заборгованість;;Заборгованість;;Заборгованість;
TRNS0013;transfers;dude;Заборгованість;;Заборгованість;;Заборгованість;
TRNS0014;transfers;common;Укажите сумму перевода;;Укажите сумму перевода;;Вкажіть суму переказу;
TRNS0014;transfers;official;Укажите сумму перевода;;Укажите сумму перевода;;Вкажіть суму переказу;
TRNS0014;transfers;dude;Укажите сумму перевода;;Укажите сумму перевода;;Вкажіть суму переказу;
TRNS0015;transfers;dude;Вкажіть рахунок з якого ви хочете зробити переказ;;Вкажіть рахунок з якого ви хочете зробити переказ;;Вкажіть рахунок з якого ви хочете зробити переказ;
TRNS0015;transfers;official;Вкажіть рахунок з якого ви хочете зробити переказ;;Вкажіть рахунок з якого ви хочете зробити переказ;;Вкажіть рахунок з якого ви хочете зробити переказ;
TRNS0015;transfers;common;Вкажіть рахунок з якого ви хочете зробити переказ;;Вкажіть рахунок з якого ви хочете зробити переказ;;Вкажіть рахунок з якого ви хочете зробити переказ;
TRNS0016;transfers;common;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;
TRNS0016;transfers;official;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;
TRNS0016;transfers;dude;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;;Payoneer, PayUkraine, Paysend, TransferGo;
TRNS0017;transfers;common;Минимальная сумма перевода 1 грн;;Минимальная сумма перевода 1 грн;;Минимальная сумма перевода 1 грн;
TRNS0017;transfers;official;Минимальная сумма перевода 1 грн;;Минимальная сумма перевода 1 грн;;Минимальная сумма перевода 1 грн;
TRNS0017;transfers;dude;Минимальная сумма перевода 1 грн;;Минимальная сумма перевода 1 грн;;Минимальная сумма перевода 1 грн;
TRNS0018;transfers;dude;Платіжні сервіси;;Платіжні сервіси;;Платіжні сервіси;
TRNS0018;transfers;official;Платіжні сервіси;;Платіжні сервіси;;Платіжні сервіси;
TRNS0018;transfers;common;Платіжні сервіси;;Платіжні сервіси;;Платіжні сервіси;
TRNS0019;transfers;common;Комиссия %@;;Commission %@;;Комісія %@;
TRNS0019;transfers;official;Комиссия %@;;Commission %@;;Комісія %@;
TRNS0019;transfers;dude;Комиссия %@;;Commission %@;;Комісія %@;
TRNS0020;transfers;official;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;
TRNS0020;transfers;common;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;
TRNS0020;transfers;dude;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;
TRNS0021;transfers;dude;Зі свого рахунку;;Зі свого рахунку;;Зі свого рахунку;
TRNS0021;transfers;common;Зі свого рахунку;;Зі свого рахунку;;Зі свого рахунку;
TRNS0021;transfers;official;Зі свого рахунку;;Зі свого рахунку;;Зі свого рахунку;
TRNS0022;transfers;official;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;
TRNS0022;transfers;dude;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;
TRNS0022;transfers;common;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;
TRNS0023;transfers;common;Перейти на головний екран;;Перейти на головний екран;;Перейти на головний екран;
TRNS0023;transfers;official;Перейти на головний екран;;Перейти на головний екран;;Перейти на головний екран;
TRNS0023;transfers;dude;Перейти на головний екран;;Перейти на головний екран;;Перейти на головний екран;
TRNS0024;transfers;dude;По номеру картки;;По номеру картки;;По номеру картки;
TRNS0024;transfers;common;По номеру картки;;По номеру картки;;По номеру картки;
TRNS0024;transfers;official;По номеру картки;;По номеру картки;;По номеру картки;
TRNS0025;transfers;common;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;
TRNS0025;transfers;official;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;
TRNS0025;transfers;dude;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;;У вас нет счетов для проведения перевода;
TRNS0026;transfers;official;Недостаточно денег;;Недостаточно денег;;Недостаточно денег;
TRNS0026;transfers;dude;Недостаточно денег;;Недостаточно денег;;Недостаточно денег;
TRNS0026;transfers;common;Недостаточно денег;;Недостаточно денег;;Недостаточно денег;
TRNS0027;transfers;official;Операция успешна!;;Operation successful!;;Операція успішна!;
TRNS0027;transfers;common;Операция успешна!;;Operation successful!;;Операція успішна!;
TRNS0027;transfers;dude;Операция успешна!;;Operation successful!;;Операція успішна!;
TRNS0028;transfers;official;Клієнтам Альфа-Банку;;Клієнтам Альфа-Банку;;Клієнтам Альфа-Банку;
TRNS0028;transfers;dude;Клієнтам Альфа-Банку;;Клієнтам Альфа-Банку;;Клієнтам Альфа-Банку;
TRNS0028;transfers;common;Клієнтам Альфа-Банку;;Клієнтам Альфа-Банку;;Клієнтам Альфа-Банку;
TRNS0029;transfers;official;Перекази між картками українських або іноземних банків;;Перекази між картками українських або іноземних банків;;Перекази між картками українських або іноземних банків;
TRNS0029;transfers;dude;Перекази між картками українських або іноземних банків;;Перекази між картками українських або іноземних банків;;Перекази між картками українських або іноземних банків;
TRNS0029;transfers;common;Перекази між картками українських або іноземних банків;;Перекази між картками українських або іноземних банків;;Перекази між картками українських або іноземних банків;
TRNS0030;transfers;dude;З картки іншого банку;;З картки іншого банку;;З картки іншого банку;
TRNS0030;transfers;official;З картки іншого банку;;З картки іншого банку;;З картки іншого банку;
TRNS0030;transfers;common;З картки іншого банку;;З картки іншого банку;;З картки іншого банку;
TRNS0031;transfers;official;Неверный лимит;;Неверный лимит;;Неверный лимит;
TRNS0031;transfers;common;Неверный лимит;;Неверный лимит;;Неверный лимит;
TRNS0031;transfers;dude;Неверный лимит;;Неверный лимит;;Неверный лимит;
TRNS0032;transfers;dude;Невозможно перевести с этого счета;;Невозможно перевести с этого счета;;Невозможно перевести с этого счета;
TRNS0032;transfers;common;Невозможно перевести с этого счета;;Невозможно перевести с этого счета;;Невозможно перевести с этого счета;
TRNS0032;transfers;official;Невозможно перевести с этого счета;;Невозможно перевести с этого счета;;Невозможно перевести с этого счета;
TRNS0033;transfers;common;Оплата послуг;;Оплата послуг;;Оплата послуг;
TRNS0033;transfers;dude;Оплата послуг;;Оплата послуг;;Оплата послуг;
TRNS0033;transfers;official;Оплата послуг;;Оплата послуг;;Оплата послуг;
TRNS0034;transfers;dude;Укажите кому вы хотите сделать перевод;;Укажите кому вы хотите сделать перевод;;Вкажіть кому ви хочете зробити переказ;
TRNS0034;transfers;official;Укажите кому вы хотите сделать перевод;;Укажите кому вы хотите сделать перевод;;Вкажіть кому ви хочете зробити переказ;
TRNS0034;transfers;common;Укажите кому вы хотите сделать перевод;;Укажите кому вы хотите сделать перевод;;Вкажіть кому ви хочете зробити переказ;
TRNS0035;transfers;common;Між своїми рахунками;;Між своїми рахунками;;Між своїми рахунками;
TRNS0035;transfers;official;Між своїми рахунками;;Між своїми рахунками;;Між своїми рахунками;
TRNS0035;transfers;dude;Між своїми рахунками;;Між своїми рахунками;;Між своїми рахунками;
TRNS0036;transfers;dude;Номер телефона;;Номер телефона;;Номер телефона;
TRNS0036;transfers;common;Номер телефона;;Номер телефона;;Номер телефона;
TRNS0036;transfers;official;Номер телефона;;Номер телефона;;Номер телефона;
TRNS0037;transfers;common;З іншої картки;;З іншої картки;;З іншої картки;
TRNS0037;transfers;official;З іншої картки;;З іншої картки;;З іншої картки;
TRNS0037;transfers;dude;З іншої картки;;З іншої картки;;З іншої картки;
TRNS0038;transfers;common;Недостаточно денег;;Недостаточно денег;;Недостаточно денег;
TRNS0038;transfers;dude;Недостаточно денег;;Недостаточно денег;;Недостаточно денег;
TRNS0038;transfers;official;Недостаточно денег;;Недостаточно денег;;Недостаточно денег;
TRNS0039;transfers;common;Ти можеш створити шаблон та додати його на робочий стол;;Ти можеш створити шаблон та додати його на робочий стол;;Ти можеш створити шаблон та додати його на робочий стол;
TRNS0039;transfers;dude;Ти можеш створити шаблон та додати його на робочий стол;;Ти можеш створити шаблон та додати його на робочий стол;;Ти можеш створити шаблон та додати його на робочий стол;
TRNS0039;transfers;official;Ти можеш створити шаблон та додати його на робочий стол;;Ти можеш створити шаблон та додати його на робочий стол;;Ти можеш створити шаблон та додати його на робочий стол;
TRNS0040;transfers;common;Отримати квитанцію;;Отримати квитанцію;;Отримати квитанцію;
TRNS0040;transfers;official;Отримати квитанцію;;Отримати квитанцію;;Отримати квитанцію;
TRNS0040;transfers;dude;Отримати квитанцію;;Отримати квитанцію;;Отримати квитанцію;
TRNS0041;transfers;dude;Вкажіть суму переказу;;Вкажіть суму переказу;;Вкажіть суму переказу;
TRNS0041;transfers;common;Вкажіть суму переказу;;Вкажіть суму переказу;;Вкажіть суму переказу;
TRNS0041;transfers;official;Вкажіть суму переказу;;Вкажіть суму переказу;;Вкажіть суму переказу;
TRNS0042;transfers;common;Номер телефона не принадлежит клиенту Альфа-Банка;;Номер телефона не принадлежит клиенту Альфа-Банка;;Номер телефона не принадлежит клиенту Альфа-Банка;
TRNS0042;transfers;official;Номер телефона не принадлежит клиенту Альфа-Банка;;Номер телефона не принадлежит клиенту Альфа-Банка;;Номер телефона не принадлежит клиенту Альфа-Банка;
TRNS0042;transfers;dude;Номер телефона не принадлежит клиенту Альфа-Банка;;Номер телефона не принадлежит клиенту Альфа-Банка;;Номер телефона не принадлежит клиенту Альфа-Банка;
TRNS0043;transfers;common;Вкажіть як ви хочете поповнити рахунок;;Вкажіть як ви хочете поповнити рахунок;;Вкажіть як ви хочете поповнити рахунок;
TRNS0043;transfers;official;Вкажіть як ви хочете поповнити рахунок;;Вкажіть як ви хочете поповнити рахунок;;Вкажіть як ви хочете поповнити рахунок;
TRNS0043;transfers;dude;Вкажіть як ви хочете поповнити рахунок;;Вкажіть як ви хочете поповнити рахунок;;Вкажіть як ви хочете поповнити рахунок;
TRNS0044;transfers;common;Комунальні платежі, оплата мобільного, тощо;;Комунальні платежі, оплата мобільного, тощо;;Комунальні платежі, оплата мобільного, тощо;
TRNS0044;transfers;official;Комунальні платежі, оплата мобільного, тощо;;Комунальні платежі, оплата мобільного, тощо;;Комунальні платежі, оплата мобільного, тощо;
TRNS0044;transfers;dude;Комунальні платежі, оплата мобільного, тощо;;Комунальні платежі, оплата мобільного, тощо;;Комунальні платежі, оплата мобільного, тощо;
TRNS0045;transfers;official;Між своїми рахунками;;Між своїми рахунками;;Між своїми рахунками;
TRNS0045;transfers;common;Між своїми рахунками;;Між своїми рахунками;;Між своїми рахунками;
TRNS0045;transfers;dude;Між своїми рахунками;;Між своїми рахунками;;Між своїми рахунками;
DSKT0001;desktop;common;Не удалось загрузить изображение. Попробуйте еще раз или обратитесь в службу поддержки;;Не удалось загрузить изображение. Попробуйте еще раз или обратитесь в службу поддержки;;Не удалось загрузить изображение. Попробуйте еще раз или обратитесь в службу поддержки;
DSKT0001;desktop;dude;Не удалось загрузить изображение. Попробуйте еще раз или обратитесь в службу поддержки;;Не удалось загрузить изображение. Попробуйте еще раз или обратитесь в службу поддержки;;Не удалось загрузить изображение. Попробуйте еще раз или обратитесь в службу поддержки;
